name,state,dept_type,url
dundee police department (michigan) dundee police department,michigan,city/village agencies,https://www.dundeevillage.net/179/Police-Department
durand police department,michigan,city/village agencies,http://www.durandmi.com/city_services/police_department/index.php
eastern michigan university department of public safety,michigan,college and university agencies,https://www.emich.edu/publicsafety/
east grand rapids police department,michigan,city/village agencies,https://www.eastgr.org/215/Police-Services
east jordan police department,michigan,city/village agencies,https://www.linkedin.com/in/terry-mcdonnell-b8bbb390
east lansing police department,michigan,city/village agencies,https://www.cityofeastlansing.com/345/Police-Department
eastpointe police department,michigan,city/village agencies,https://www.cityofeastpointe.net/index.asp?SEC=68A0137B-3F6F-4A1A-A2A4-0D4CA5A1722D&Type=B_BASIC
east tawas police department,michigan,city/village agencies,https://tawascity.org/departments/police-department/
eaton county sheriff's office,michigan,county agencies,https://www.eatoncounty.org/356/Office-of-the-Sheriff
eaton rapids police department,michigan,city/village agencies,https://cityofeatonrapids.com/?page_id=471
eau claire police department,michigan,city/village agencies,http://eauclairemi.com/VillageGoverment/PoliceDept.aspx
ecorse police department,michigan,city/village agencies,https://www.ecorsemi.gov/Departments/Public-Safety.aspx
edmore police department,michigan,city/village agencies,http://www.edmore.org/government/departments/police/
edwardsburg police department,michigan,city/village agencies,http://www.edwardsburg.net/
elk rapids police department,michigan,city/village agencies,https://www.elkrapids.org/police/
elkton police department,michigan,city/village agencies,http://villageofelkton.com/index.php/welcome/police-dept
elsie police department,michigan,city/village agencies,http://www.elsie.org/departments/elsie-police
emmet county sheriff's office,michigan,county agencies,https://www.emmetcounty.org/courts-sheriff/sheriff/
emmett township police department,michigan,township agencies,https://www.emmett.org/?SEC=7338ED91-81CD-49E5-9894-5B9AB9C80B67
erie police department,michigan,city/village agencies,http://www.erietownship.com/TownshipInformation.aspx
escanaba public safety department,michigan,city/village agencies,https://www.escanaba.org/safety
essexville police department,michigan,city/village agencies,https://essexville.org/?page_id=212
evart police department,michigan,city/village agencies,https://www.evart.org/city_services/public_safety.php
fairgrove police department,michigan,city/village agencies,http://www.fairgrovevillage.org/?Page=4
farmington hills police department,michigan,city/village agencies,https://www.fhgov.com/Government/Departments-Divisions/Police.aspx
fenton police department,michigan,city/village agencies,http://cityoffenton.org/pages/home/7
ferndale police department,michigan,city/village agencies,https://www.ferndalemi.gov/departments/police
ferris state university department of public safety,michigan,college and university agencies,https://www.ferris.edu/publicsafety
ferrysburg police department,michigan,city/village agencies,http://www.miottawa.org/sheriff/springlakevillage.htm
flat rock police department,michigan,city/village agencies,http://www.flatrockmi.org/index-Page.asp?Page_ID=5
flint police department,michigan,city/village agencies,https://www.cityofflint.com/public-safety/police-department/
flint township police department,michigan,township agencies,https://www.flinttownshippolice.org/
flushing police department,michigan,city/village agencies,http://flushingcity.com/Departments/PoliceDepartment.aspx
flushing township police department,michigan,township agencies,http://www.flushingtownship.com/Services-Departments/Police-Department.aspx
forsyth township police department,michigan,township agencies,https://sites.google.com/site/forsythppolice/
fowlerville police department,michigan,city/village agencies,http://www.fowlerville.org/departments/police_department/index.php
frankenmuth police department,michigan,city/village agencies,http://www.frankenmuthcity.com/departments/public_safety/police_department/index.php
frankfort police department,michigan,city/village agencies,https://www.frankfortmich.com/government/departments/police_department/index.php
fremont police department,michigan,city/village agencies,https://www.cityoffremont.net/235/Police-Department
gaines township police department,michigan,township agencies,http://www.gainestownship.net/Departments/PoliceDepartment.aspx
garden city police department,michigan,city/village agencies,http://www.gardencitymi.org/206/Police-Department
gaylord police department,michigan,city/village agencies,http://cityofgaylord.com/city_police.cfm
genesee county sheriff's office,michigan,county agencies,https://www.gcsomichigan.com/
gibraltar police department,michigan,city/village agencies,http://www.cityofgibraltar.net/departments/police-department
gladwin county sheriff's office,michigan,county agencies,https://gladwincounty-mi.gov/departments/sheriffs-office/
gladwin police department,michigan,city/village agencies,https://www.gladwin.org/about/
gogebic county sheriff's office,michigan,county agencies,https://www.gogebiccountymi.gov/government/county_offices/sheriff_s_office.php
grand beach police department,michigan,city/village agencies,https://www.grandbeach.org/police.asp
grand blanc police department,michigan,city/village agencies,https://www.twp.grand-blanc.mi.us/departments/police/
grand haven police department,michigan,city/village agencies,https://grandhaven.org/departments/public-safety/police-services/
grand ledge police department,michigan,city/village agencies,https://www.cityofgrandledge.com/government/departments-divisions/police-department
grand rapids community college police department,michigan,college and university agencies,https://www.grcc.edu/grccpolice
grand rapids police department,michigan,city/village agencies,https://www.grandrapidsmi.gov/Government/Departments/Police-Department
grand traverse county sheriff's office,michigan,county agencies,http://www.co.grand-traverse.mi.us/2213/Sheriffs-Office
grand valley state university department of public safety,michigan,college and university agencies,https://www.gvsu.edu/dps/
grandville police department,michigan,city/village agencies,https://www.cityofgrandville.com/departments/police
grant city police department,michigan,city/village agencies,http://www.cityofgrantmi.com/cityofgrantpolicedept.html
gratiot county sheriff's office,michigan,county agencies,https://www.gratiotmi.com/344/Sheriffs-Office
grayling police department,michigan,city/village agencies,https://www.cityofgrayling.org/police.asp
green oak township police department,michigan,township agencies,https://www.greenoaktwp.com/departments/police_department/index.php
grosse ile police department,michigan,city/village agencies,https://www.grosseile.com/government/police_department/index.php
grosse pointe city public safety department,michigan,city/village agencies,https://www.grossepointecity.org/departments/public_safety/index.php
hamburg township police department,michigan,township agencies,http://www.hamburg.mi.us/government/departments/police_department/index.php
hampton police department,michigan,city/village agencies,http://www.hamptonpd.com/
hamtramck police department,michigan,city/village agencies,https://hamtramck.us/departments/hamtramck-police/police-department-crime-logs/
hancock police department,michigan,city/village agencies,http://www.cityofhancock.com/info-officials.php
harbor beach police department,michigan,city/village agencies,http://harborbeach.com/CityDirectory/DepartmentContacts.aspx
harbor springs police department,michigan,city/village agencies,https://www.cityofharborsprings.com/police-fire/police-department/
harper woods police department,michigan,city/village agencies,https://harperwoodscity.org/police-department
hartford police department,michigan,city/village agencies,https://www.usacops.com/mi/p49057/index.html
hart police department,michigan,city/village agencies,https://ci.hart.mi.us/police-and-fire.php
hastings police department,michigan,city/village agencies,https://hastingsmi.org/departments/police/
hazel park police department,michigan,city/village agencies,http://www.hazelpark.org/i_want_to/police_department3/index.php
hesperia police department,michigan,city/village agencies,https://www.countyofnewaygo.com/SheriffsDepartment.aspx
highland park police department,michigan,city/village agencies,https://www.highlandparkmi.gov/Services/Police.aspx
hillsdale county sheriff's office,michigan,county agencies,https://www.misheriff.org/sheriffs-offices/hillsdale-county/
hillsdale police department,michigan,city/village agencies,https://www.cityofhillsdale.org/police
holland police department,michigan,city/village agencies,https://www.cityofholland.com/311/Police-Operations
holly police department,michigan,city/village agencies,http://www.hollyvillage.org/hollypolice/
homer police department,michigan,city/village agencies,https://homermichigan.org/
home township police department,michigan,township agencies,http://www.montcalm.us/departments_services/public_safety_services/home_township_fire_department.php
houghton county sheriff's office,michigan,county agencies,http://www.houghtonsheriff.com/
houghton police department,michigan,city/village agencies,https://www.cityofhoughton.com/police-parking-enforcement/
howard city police department,michigan,city/village agencies,https://www.odmp.org/officer/14962-patrolman-eric-james-johnson
howell police department,michigan,city/village agencies,https://www.cityofhowell.org/city_departments/howell_police_department/index.php
hudson police department,michigan,city/village agencies,https://www.ci.hudson.mi.us/city-staff-directory-cyo8
hudsonville police department,michigan,city/village agencies,https://www.hudsonville.org/sheriffs-office
huntington woods police department,michigan,city/village agencies,https://www.ci.huntington-woods.mi.us/government/public_safety.php
huron county sheriff's office,michigan,county agencies,https://www.co.huron.mi.us/sheriffs-office
imlay city police department,michigan,city/village agencies,https://www.imlaycity.org/government/police-department/
ingham county sheriff's office,michigan,county agencies,https://sh.ingham.org/courts_and_sheriff/sheriffs_office/
inkster police department,michigan,city/village agencies,https://www.cityofinkster.com/214/Police
ionia county sheriff's office,michigan,county agencies,https://ioniacounty.org/public-safety/sheriff/
ionia department of public safety,michigan,city/village agencies,https://ci.ionia.mi.us/public-safety.php
iosco county sheriff's office,michigan,county agencies,https://iosco.net/government/sheriff-department/
iron county sheriff's office,michigan,county agencies,https://ironmi.org/departments/sheriffs-office/
iron mountain police department,michigan,city/village agencies,https://www.cityofironmountain.com/150/Police-Department
iron river police department,michigan,city/village agencies,http://www.ironriver.org/police/
ironwood police department,michigan,city/village agencies,https://cityofironwood.org/public-safety/
isabella county sheriff's office,michigan,county agencies,https://www.isabellacounty.org/law-justice/sheriffs-office/
ishpeming police department,michigan,city/village agencies,https://ishpemingcity.org/departments/police-department/
ishpeming township police department,michigan,township agencies,https://ishpemingtownship.com/police-department
ithaca police department,michigan,city/village agencies,https://www.ithacami.com/1/260/police_department.asp
jackson county sheriff's office,michigan,county agencies,https://www.co.jackson.mi.us/167/Sheriff
jackson police department,michigan,city/village agencies,http://www.cityofjackson.org/166/Police-Department
jonesville police department,michigan,city/village agencies,http://jonesville.org/Departments/PoliceDepartment.aspx
kalamazoo county sheriff's office,michigan,county agencies,https://www.kalcounty.com/sheriff/
kalamazoo department of public safety,michigan,city/village agencies,https://kalamazoopublicsafety.org/
kalamazoo township police department,michigan,township agencies,http://www.ktwp.org/Departments/PoliceDepartment.aspx
kalkaska county sheriff's office,michigan,county agencies,http://www.kalkaskasheriff.net/
kalkaska police department,michigan,city/village agencies,http://www.kalkaskasheriff.net/
keego harbor police department,michigan,city/village agencies,https://www.keegoharbor.org/departments
kent county sheriff's office,michigan,county agencies,https://www.accesskent.com/Sheriff/
kentwood police department,michigan,city/village agencies,https://www.kentwood.us/city_services/city_departments/police/index.php
keweenaw county sheriff's office,michigan,county agencies,http://keweenawcountyonline.org/department-sheriff.php
laingsburg police department,michigan,city/village agencies,https://www.laingsburg.us/police-department/
lake county sheriff's office,michigan,county agencies,http://lakecounty-michigan.com/PublicSafety/SheriffsOffice.aspx
lake linden police department,michigan,city/village agencies,http://www.lakelinden.net/police.html
lake odessa police department,michigan,city/village agencies,http://www.lakeodessa.org/police-department.html
lake orion police department,michigan,city/village agencies,http://www.lakeorion.org/index.php/departments/police-department
l'anse police department,michigan,city/village agencies,https://www.miningjournal.net/news/local/2020/02/one-dead-after-lanse-house-fire/
lansing community college police and public safety department,michigan,college and university agencies,https://www.lcc.edu/campuslife/safety/
lansing police department,michigan,city/village agencies,https://www.lansingmi.gov/398/Police-Department
lansing township police department,michigan,township agencies,http://www.lansingtownship.org/Departments/LansingTownshipPoliceDepartment.aspx
lapeer county sheriff's office,michigan,county agencies,http://lapeercountyweb.org/index.php/departments/lapeer-county-sheriff
lapeer police department,michigan,city/village agencies,https://www.ci.lapeer.mi.us/police2.php
lathrup village police department,michigan,city/village agencies,http://www.lathrupvillage.org/departments/public_safety.php
laurium police department,michigan,city/village agencies,https://www.laurium.net/Police_Department
lawrence police department,michigan,city/village agencies,http://www.lawrencemi.org/police/
lawton police department,michigan,city/village agencies,https://www.vbco.org/dir_lawton_vil.asp
leelanau county sheriff's office,michigan,county agencies,https://www.leelanau.cc/sheriff.asp
lenawee county sheriff's office,michigan,county agencies,https://www.lenawee.mi.us/261/Sheriffs-Office
lennon police department,michigan,city/village agencies,https://www.bridgemi.com/michigan-government/does-your-michigan-police-force-have-army-surplus-gear-check-our-database
leslie police department,michigan,city/village agencies,https://www.cityofleslie.org/police-department
lexington police department,michigan,city/village agencies,http://www.villageoflexington.com/police.html
lincoln park police department,michigan,city/village agencies,http://www.citylp.com/departments/police_department/police_contact_information.php
linden police department,michigan,city/village agencies,https://www.lindenmi.us/index.php/departments/police.html
litchfield police department,michigan,city/village agencies,http://cityoflitchfield.org/Departments/PoliceDepartment.aspx
livingston county sheriff's office,michigan,county agencies,https://www.livgov.com/sheriff
livonia police department,michigan,city/village agencies,http://livoniapd.com/
lowell police department,michigan,city/village agencies,http://www.lowellmi.gov/departments/police_department/index.php
luce county sheriff's office,michigan,county agencies,https://www.lucecountymi.com/sheriffs-department
