name,state,dept_type,url
jefferson davis county sheriff's office,mississippi,county agencies,http://www.jeffersondaviscountyms.com/sheriff
jones county sheriff's office,mississippi,county agencies,https://jonesso.com/
jonestown police department,mississippi,city agencies,https://www.fox13memphis.com/top-stories/fox13-investigates-mississippi-town-has-almost-zero-police-coverage/713693507/
kemper county sheriff's office,mississippi,county agencies,https://www.kempercountysheriff.com/
kilmichael police department,mississippi,city agencies,http://kilmichaelms.com/departments/police-department/
kosciusko police department,mississippi,city agencies,https://kosciusko.ms/city/police-department
lafayette county sheriff's office,mississippi,county agencies,https://lafayettems.com/public-safety/sheriffs-department/
lamar county sheriff's office,mississippi,county agencies,https://sheriff.lamarcountyms.gov/
lauderdale county sheriff's office,mississippi,county agencies,https://www.lauderdaleso.org/contact-us
laurel police department,mississippi,city agencies,http://www.laurelms.com/departments/laurel-police-department/
law enforcement division,mississippi,state agencies,https://en.wikipedia.org/wiki/List_of_law_enforcement_agencies_in_Mississippi
lawrence county sheriff's office,mississippi,county agencies,https://www.lawrencecosheriff.com/
leake county sheriff's office,mississippi,county agencies,https://www.odmp.org/officer/15738-chief-deputy-willie-perry
leakesville police department,mississippi,city agencies,http://cityoflucedale.com/Departments/PoliceDept.aspx
lee county sheriff's office,mississippi,county agencies,https://leecosheriff.com/
leflore county sheriff's office,mississippi,county agencies,http://leflorecountyso.com/
leland police department,mississippi,city agencies,https://www.odmp.org/agency/2120-leland-police-department-mississippi
lena police department,mississippi,city agencies,https://www.usacops.com/ms/p39094/index.html
lexington police department,mississippi,city agencies,https://www.wlbt.com/2020/05/08/update-three-suspects-arrested-shooting-lexington-officer/
liberty police department,mississippi,city agencies,https://www.odmp.org/officer/8121-patrolman-aaron-liberty-jr
lincoln county sheriff's office,mississippi,county agencies,http://www.lincolncountysheriffms.org/
long beach police department,mississippi,city agencies,https://www.cityoflongbeachms.info/
louisville police department,mississippi,city agencies,http://www.cityoflouisvillems.com/police.html
lowndes county sheriff's office,mississippi,county agencies,http://sheriff.lowndescountyms.com/
lucedale police department,mississippi,city agencies,http://cityoflucedale.com/Departments/PoliceDept.aspx
lumberton police department,mississippi,city agencies,https://www.clarionledger.com/story/news/2019/11/08/lumberton-police-chief-fired-after-sexual-discrimination-lawsuit-officer-adam-jones-mississippi/2527894001/
macon police department,mississippi,city agencies,http://www.cityofmacon.org/html/cityhall/pd.html
madison county sheriff's office,mississippi,county agencies,http://sheriffrandytucker.com/
madison police department,mississippi,city agencies,http://www.madisonthecity.com/police-department
magee police department,mississippi,city agencies,http://mageepolice.com/
magnolia police department,mississippi,city agencies,http://co.pike.ms.us/departments/sheriffs_office
marion county sheriff's office,mississippi,county agencies,http://www.marioncountyms.com/sheriff
marion police department,mississippi,city agencies,http://marionms.org/police-department.html
marks police department,mississippi,city agencies,https://quitmancountyms.org/community/directory/
marshall county sheriff's office,mississippi,county agencies,http://www.marshall-county.com/sheriff
mccomb police department,mississippi,city agencies,http://www.mccomb-ms.gov/departments/police_department.php
mendenhall police department,mississippi,city agencies,http://www.ci.mendenhall.ms.us/citygovernment.htm
meridian police department,mississippi,city agencies,https://www.meridianms.org/city-departments/police/
mississippi attorney general's office,mississippi,state agencies,https://www.ago.state.ms.us/
mississippi bureau of investigation,mississippi,state agencies,https://www.dps.ms.gov/investigation
mississippi bureau of narcotics,mississippi,state agencies,https://www.dps.ms.gov/narcotics
mississippi capitol police,mississippi,state agencies,https://www.clarionledger.com/story/news/politics/2020/03/27/mississippi-capitol-police-officer-reportedly-positive-coronavirus-legislature/2927023001/
mississippi department of corrections,mississippi,state agencies,https://www.ms.gov/mdoc/inmate
mississippi department of revenue,mississippi,state agencies,https://www.dor.ms.gov/
mississippi department of transportation office of law enforcement,mississippi,state agencies,https://mdot.ms.gov/portal/commercial_motor_carrier
"mississippi department of wildlife, fisheries and parks",mississippi,state agencies,https://www.mdwfp.com/
mississippi gaming commission,mississippi,state agencies,https://www.msgamingcommission.com/
mississippi gulf coast community college campus police department,mississippi,college and university agencies,https://mgccc.edu/police/
mississippi highway patrol,mississippi,state agencies,https://www.ms.gov/Agencies/highway-patrol
mississippi reservoir police,mississippi,state agencies,https://www.therez.ms.gov/Pages/Reservoir-Police.aspx
mississippi state university police department,mississippi,college and university agencies,https://www.police.msstate.edu/
monroe county sheriff's office,mississippi,county agencies,http://www.monroems.com/officials/sheriff/
montgomery county sheriff's office,mississippi,county agencies,http://www.montgomerycountyms.com/sheriff
monticello police department,mississippi,city agencies,https://cityofmonticello.us/police-department
